campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-12495,2024-04-20,US,Houston,Software Engineer,premium,English,social_media,acquisition,59120,1185,65,8205.02,389974.09,47.5287,
MC-10535,2024-04-20,IN,Pune,Marketing Manager,budget,Hindi,display,retention,20220,310,3,254.1,382.06,1.5036,3.0
MC-10233,2024-04-20,US,Seattle,Data Scientist,mid,English,email,acquisition,35267,973,40,2454.13,40506.53,16.5055,7.0
MC-10750,2024-04-20,US,San Francisco,Data Scientist,mid,English,social_media,awareness,267802,4871,292,11770.63,280769.61,23.8534,1.0
MC-12774,2024-04-20,US,Los Angeles,Researcher,budget,English,search,retention,38399,2523,87,171.62,13554.9,78.9821,1.0
MC-10808,2024-04-20,US,Chicago,Physician,premium,English,search,acquisition,8928,670,38,668.18,178037.36,266.4512,2.0
MC-12561,2024-04-20,GB,Leeds,Consultant,mid,English,influencer,awareness,35805,1101,32,4514.59,27637.44,6.1218,9.0
MC-12375,2024-04-20,US,New York,Architect,mid,English,search,acquisition,7326,620,44,7175.16,44348.12,6.1808,2.0
MC-11577,2024-04-20,NL,Amsterdam,Consultant,mid,Dutch,search,re_engagement,24550,2081,154,490.28,104730.96,213.6146,2.0
MC-12955,2024-04-21,IN,Chennai,Architect,budget,Hindi,email,awareness,5151,164,1,4769.53,189.56,0.0397,10.0
MC-11619,2024-04-21,IN,Chennai,Writer,budget,Hindi,email,awareness,9492,263,18,8923.18,2264.91,0.2538,9.0
MC-10957,2024-04-21,ZA,Port Elizabeth,Accountant,mid,Afrikaans,search,retention,285930,17966,370,3011.31,253477.85,84.1753,5.0
MC-10463,2024-04-21,US,Seattle,Lawyer,mid,English,search,acquisition,37894,3039,90,4371.95,85937.33,19.6565,9.0
MC-10387,2024-04-21,US,New York,Lawyer,budget,English,influencer,retention,152749,4172,130,610.25,24111.87,39.5115,7.0
MC-12954,2024-04-21,US,Phoenix,Lawyer,premium,English,search,re_engagement,54412,4080,273,3635.08,1641586.9,451.5958,7.0
MC-11383,2024-04-21,NL,Amsterdam,HR Manager,mid,Dutch,social_media,awareness,27910,722,16,914.34,9180.01,10.04,7.0
MC-10564,2024-04-21,GB,Bristol,Sales Rep,premium,English,content_marketing,acquisition,35946,674,22,2127.59,66355.48,31.1881,8.0
MC-10165,2024-04-21,IN,Hyderabad,Designer,mid,Hindi,social_media,awareness,45135,1068,43,5321.32,27528.33,5.1732,9.0
MC-11276,2024-04-21,US,Chicago,Researcher,mid,English,email,acquisition,12863,412,25,291.93,17572.3,60.1935,1.0
MC-10008,2024-04-21,AU,Brisbane,Product Manager,mid,English,search,retention,121272,9348,324,1040.5,252395.85,242.5717,6.0
MC-10169,2024-04-21,NL,Eindhoven,Marketing Manager,budget,Dutch,search,retention,207549,15065,1171,1805.76,185143.8,102.5296,10.0
MC-11207,2024-04-21,NL,Rotterdam,Writer,mid,Dutch,social_media,retention,18557,314,20,5861.82,12512.51,2.1346,6.0
MC-11029,2024-04-21,NL,Utrecht,Lawyer,mid,Dutch,email,retention,15341,347,25,2172.04,22537.34,10.3761,5.0
MC-11142,2024-04-21,IN,Kolkata,Teacher,mid,Hindi,search,acquisition,54439,4663,355,7776.23,188092.07,24.1881,2.0
MC-10769,2024-04-21,IN,Hyderabad,Writer,budget,Hindi,search,acquisition,187997,11263,231,254.66,20489.74,80.4592,8.0
MC-10204,2024-04-21,US,New York,Writer,mid,English,email,awareness,3930,121,3,1215.96,1945.15,1.5997,4.0
MC-11339,2024-04-21,FR,Nice,HR Manager,premium,French,social_media,re_engagement,243682,5036,137,1606.44,347309.21,216.1981,2.0
MC-11247,2024-04-21,CA,Vancouver,Product Manager,premium,English,email,re_engagement,27713,888,51,1241.13,180979.51,145.8183,2.0
MC-12919,2024-04-21,IN,Kolkata,Designer,mid,Hindi,content_marketing,retention,25393,460,11,120.63,5039.21,41.7741,4.0
MC-10100,2024-04-22,AU,Adelaide,Physician,mid,English,search,awareness,63299,4287,255,681.02,286777.98,421.1007,
MC-11469,2024-04-22,GB,Glasgow,HR Manager,mid,English,display,acquisition,500000,6541,260,11233.26,156878.91,13.9656,8.0
MC-11601,2024-04-22,DE,Cologne,Product Manager,premium,German,email,awareness,8403,282,3,7179.95,13738.54,1.9135,9.0
MC-12400,2024-04-22,GB,Birmingham,Consultant,budget,English,email,retention,33461,1032,77,72148.59999999999,12288.52,0.1703,9.0
MC-11330,2024-04-22,IN,Bangalore,Physician,mid,Hindi,display,awareness,157599,2455,133,251.41,137536.09,547.0589,5.0
MC-10190,2024-04-22,IN,Bangalore,Researcher,budget,Hindi,search,acquisition,7189,438,13,3766.65,1999.74,0.5309,6.0
MC-12313,2024-04-22,IL,Beer Sheva,Consultant,mid,Hebrew,display,acquisition,64224,708,23,416.38,15218.86,36.5504,8.0
MC-12614,2024-04-22,GB,Birmingham,Physician,mid,English,email,re_engagement,37061,1021,38,6810.17,42328.42,6.2155,4.0
MC-11117,2024-04-22,MX,Mexico City,Consultant,budget,Spanish,social_media,acquisition,27040,662,49,2113.61,8402.45,3.9754,3.0
MC-10106,2024-04-22,GB,Leeds,Consultant,mid,English,email,re_engagement,20878,529,15,5565.3,11419.32,2.0519,
MC-12283,2024-04-22,FR,Paris,Designer,budget,French,email,awareness,87518,2767,195,5385.24,20568.9,3.8195,
MC-10876,2024-04-22,MX,Guadalajara,Consultant,budget,Spanish,social_media,retention,143635,3312,157,40710.63,25573.63,0.6282,8.0
MC-10181,2024-04-22,GB,Leeds,Architect,premium,English,display,acquisition,124218,1369,44,582.49,263818.32,452.9148,
MC-11314,2024-04-22,DE,Stuttgart,Consultant,budget,German,social_media,awareness,62595,1458,46,2505.78,7935.59,3.1669,6.0
MC-12284,2024-04-22,FR,Bordeaux,Marketing Manager,mid,French,email,acquisition,16376,440,27,542.11,20437.03,37.699,3.0
MC-11876,2024-04-22,ZA,Cape Town,Designer,budget,Afrikaans,social_media,retention,72627,1635,104,439.12,9937.1,22.6296,8.0
MC-11809,2024-04-22,MX,Monterrey,Designer,mid,Spanish,search,retention,16994,1156,76,1715.03,47898.5,27.9287,5.0
MC-11399,2024-04-22,CA,Ottawa,Product Manager,premium,English,influencer,awareness,93328,2233,48,21752.83,178240.73,8.1939,9.0
MC-11512,2024-04-22,GB,Birmingham,Marketing Manager,mid,English,search,awareness,11205,647,38,556.38,25100.13,45.1133,4.0
MC-12947,2024-04-22,FR,Marseille,Teacher,mid,French,social_media,retention,19792,415,6,12304.07,3502.9,0.2847,10.0
MC-11453,2024-04-22,FR,Toulouse,Consultant,premium,French,social_media,retention,77165,1088,75,466.93,270813.71,579.9878,10.0
MC-10044,2024-04-22,GB,Birmingham,Marketing Manager,mid,English,display,acquisition,99045,1181,51,5318.86,45255.58,8.5085,6.0
MC-12616,2024-04-22,GB,Glasgow,Accountant,mid,English,social_media,awareness,500000,9288,143,303.31,134394.39,443.0925,7.0
MC-12069,2024-04-22,IN,Mumbai,HR Manager,mid,Hindi,display,awareness,70128,769,9,5877.67,4158.24,0.7075,7.0
MC-12281,2024-04-22,GB,Leeds,Marketing Manager,premium,English,email,awareness,22208,764,21,13555.14,75045.54,5.5363,7.0
MC-12296,2024-04-22,NL,Amsterdam,Designer,mid,Dutch,social_media,acquisition,15092,259,15,678.81,7832.82,11.539,2.0
MC-12056,2024-04-22,BR,Salvador,Software Engineer,mid,Portuguese,influencer,acquisition,21241,506,39,5791.2,51313.03,8.8605,5.0
MC-11791,2024-04-22,AU,Sydney,Marketing Manager,mid,English,social_media,retention,40450,595,14,2579.66,12167.74,4.7168,9.0
MC-10475,2024-04-22,GB,Birmingham,Accountant,mid,English,social_media,acquisition,485637,8455,508,804.77,466830.81,580.0798,8.0
MC-11221,2024-04-22,IL,Haifa,Physician,mid,Hebrew,social_media,acquisition,71802,1554,61,734.85,55615.86,75.6833,3.0
MC-12586,2024-04-22,US,Houston,Accountant,mid,English,social_media,retention,421887,9806,646,1779.94,512955.08,288.1867,10.0
MC-12496,2024-04-22,FR,Bordeaux,Researcher,premium,French,email,retention,29615,941,17,3240.21,69637.4,21.4916,7.0
MC-10198,2024-04-22,AU,Sydney,Designer,mid,English,email,re_engagement,196726,6355,98,2324.61,48883.36,21.0286,8.0
MC-12640,2024-04-22,US,San Francisco,Lawyer,mid,English,social_media,awareness,238462,3727,246,1292.83,237361.29,183.5982,2.0
MC-11296,2024-04-23,GB,Manchester,Physician,budget,English,email,re_engagement,63242,1393,66,490.7,12275.14,25.0156,8.0
MC-12656,2024-04-23,MX,Tijuana,Physician,premium,Spanish,email,awareness,4843,176,3,3301.56,14288.54,4.3278,1.0
MC-12511,2024-04-23,BR,Fortaleza,Data Scientist,mid,Portuguese,search,awareness,104594,9181,193,841.64,207898.78,247.0163,8.0
MC-12476,2024-04-23,IN,Pune,Teacher,mid,Hindi,social_media,re_engagement,16042,251,8,2655.56,4764.09,1.794,2.0
MC-11257,2024-04-23,IN,Kolkata,Researcher,premium,Hindi,search,retention,75256,6998,290,9614.72,1213436.52,126.2061,4.0
MC-10472,2024-04-23,IN,Bangalore,Physician,budget,Hindi,search,re_engagement,33152,1923,78,3272.64,16610.55,5.0756,9.0
MC-10890,2024-04-23,AU,Brisbane,Data Scientist,budget,English,email,retention,100878,3871,220,1253.5,50109.39,39.9756,1.0
MC-11595,2024-04-23,IN,Kolkata,Marketing Manager,mid,Hindi,email,retention,42477,902,36,356.66,28249.93,79.2069,5.0
MC-12905,2024-04-23,FR,Paris,Architect,mid,French,social_media,retention,106477,2208,73,1235.03,80553.18,65.2237,9.0
MC-10882,2024-04-23,US,Phoenix,Marketing Manager,budget,English,influencer,awareness,70522,1920,74,4329.69,11728.41,2.7088,6.0
MC-12342,2024-04-23,US,Houston,Researcher,budget,English,email,acquisition,8936,277,7,7728.6,902.95,0.1168,7.0
MC-10487,2024-04-23,US,Chicago,Accountant,budget,English,display,acquisition,337839,4370,300,2818.01,51769.34,18.3709,
MC-11585,2024-04-23,IN,Delhi,Architect,budget,Hindi,influencer,awareness,81387,1897,101,141.06,21618.61,153.2583,10.0
MC-10793,2024-04-23,GB,Birmingham,HR Manager,mid,English,influencer,awareness,116433,3405,218,1490.55,130996.61,87.8847,6.0
MC-10479,2024-04-23,CA,Toronto,Designer,budget,English,email,acquisition,21931,731,18,4851.68,1614.68,0.3328,9.0
MC-10477,2024-04-23,US,Chicago,Data Scientist,premium,English,email,re_engagement,43450,1536,58,1829.1,382050.97,208.8737,5.0
MC-10551,2024-04-23,IL,Beer Sheva,Data Scientist,budget,Hebrew,search,retention,123953,10848,492,775.58,102382.09,132.0071,7.0
MC-12040,2024-04-23,US,Los Angeles,HR Manager,premium,English,search,acquisition,500000,44069,1710,539.4,5697473.91,10562.6138,6.0
MC-12164,2024-04-23,JP,Sapporo,Physician,mid,Japanese,search,retention,104198,8896,217,446.22,260744.74,584.3412,9.0
MC-12753,2024-04-23,US,Los Angeles,Accountant,premium,English,social_media,acquisition,235417,4235,72,345.09,286671.87,830.7162,7.0
MC-10533,2024-04-23,US,Los Angeles,Designer,budget,English,influencer,acquisition,345294,8466,195,649.15,21744.29,33.4966,4.0
MC-11010,2024-04-23,DE,Munich,Designer,mid,German,social_media,re_engagement,41662,639,19,1807.73,10692.39,5.9148,3.0
MC-11980,2024-04-23,NL,Utrecht,Writer,budget,Dutch,search,retention,127370,7970,557,293.9,64513.16,219.5072,9.0
MC-11359,2024-04-23,US,Seattle,Architect,premium,English,search,retention,64758,6231,101,2681.37,641073.65,239.0844,7.0
MC-10695,2024-04-23,BR,Salvador,Researcher,mid,Portuguese,display,acquisition,18879,249,17,12605.18,14018.73,1.1121,10.0
MC-11701,2024-04-23,FR,Paris,Researcher,budget,French,social_media,acquisition,80710,1706,84,890.02,12265.78,13.7815,4.0
MC-11558,2024-04-23,DE,Cologne,Data Scientist,mid,German,search,retention,12192,646,19,4079.6,18713.46,4.5871,3.0
MC-10904,2024-04-23,US,Houston,HR Manager,premium,English,search,awareness,4839,403,11,13505.48,26733.12,1.9794,
MC-12778,2024-04-23,FR,Paris,Researcher,budget,French,search,awareness,75151,6516,475,6957.7,65069.1,9.3521,3.0
MC-10628,2024-04-23,GB,London,Sales Rep,premium,English,search,retention,8708,546,19,1936.43,44761.46,23.1155,2.0
MC-12312,2024-04-23,DE,Cologne,Accountant,budget,German,search,acquisition,2773,230,6,1459.09,831.53,0.5699,1.0
MC-12531,2024-04-23,IN,Chennai,Marketing Manager,budget,Hindi,influencer,acquisition,24442,567,27,377.51,3506.87,9.2895,4.0
MC-10738,2024-04-23,US,Chicago,Architect,budget,English,email,retention,6594,148,5,911.79,1017.58,1.116,4.0
MC-11637,2024-04-23,US,Houston,Product Manager,mid,English,search,awareness,4564,316,15,484.86,13862.12,28.5899,2.0
MC-12977,2024-04-23,IN,Mumbai,HR Manager,budget,Hindi,display,acquisition,266175,2933,61,8334.91,6554.35,0.7864,4.0
MC-12707,2024-04-23,US,San Francisco,Data Scientist,mid,English,social_media,acquisition,13950,294,22,1459.01,28437.04,19.4906,5.0
MC-12001,2024-04-23,CA,Calgary,Software Engineer,mid,English,social_media,retention,51515,748,27,1356.79,35159.7,25.9139,2.0
MC-10647,2024-04-23,FR,Bordeaux,Designer,mid,French,social_media,retention,41857,851,28,1084.06,14703.59,13.5634,3.0
MC-12921,2024-04-23,IN,Delhi,Marketing Manager,mid,Hindi,email,acquisition,17999,420,33,2159.31,25212.81,11.6763,10.0
MC-11560,2024-04-23,DE,Hamburg,Product Manager,premium,German,display,acquisition,117093,1136,47,592.52,212531.22,358.6904,2.0
MC-12011,2024-04-23,GB,Leeds,Marketing Manager,mid,English,search,retention,74812,6219,414,11179.23,278814.71,24.9404,6.0
MC-10186,2024-04-23,ES,Madrid,Architect,budget,Spanish,email,awareness,4345,98,1,50000.0,176.86,0.0035,2.0
MC-12617,2024-04-23,DE,Frankfurt,Consultant,premium,German,social_media,retention,80697,2077,98,3654.45,449566.45,123.0189,2.0
MC-12933,2024-04-23,JP,Osaka,Lawyer,mid,Japanese,email,acquisition,6139,190,5,12570.58,4523.06,0.3598,10.0
MC-12809,2024-04-23,IN,Hyderabad,Writer,mid,Hindi,email,acquisition,4081,102,3,8185.46,1954.5,0.2388,6.0
MC-10822,2024-04-24,GB,Birmingham,Physician,budget,English,influencer,awareness,103762,2402,43,902.98,8415.67,9.3199,10.0
MC-10185,2024-04-24,FR,Lyon,Researcher,budget,French,email,retention,115654,2885,96,1176.19,12242.31,10.4084,7.0
MC-10250,2024-04-24,US,Phoenix,Accountant,budget,English,influencer,retention,82245,2233,149,3139.04,23651.25,7.5345,8.0
MC-10528,2024-04-24,GB,Leeds,Marketing Manager,budget,English,search,acquisition,3702,199,10,2025.04,1372.54,0.6778,4.0
MC-12587,2024-04-24,DE,Stuttgart,Researcher,budget,German,email,acquisition,16017,568,13,1605.98,2153.06,1.3407,6.0
MC-11899,2024-04-24,CA,Toronto,Data Scientist,premium,English,email,acquisition,15408,364,15,3415.87,95800.4,28.0457,9.0
MC-11721,2024-04-24,BR,Brasília,HR Manager,mid,Portuguese,social_media,acquisition,129002,2482,183,2689.72,118583.98,44.0879,10.0
MC-11860,2024-04-24,GB,Leeds,Accountant,mid,English,social_media,retention,500000,11631,668,2665.74,548895.62,205.9074,9.0
MC-10039,2024-04-24,FR,Toulouse,Product Manager,mid,French,search,acquisition,60003,3843,197,400.06,140777.04,351.8898,5.0
MC-11166,2024-04-24,AU,Melbourne,Physician,budget,English,search,retention,24790,1515,82,3673.08,15720.65,4.28,10.0
MC-11434,2024-04-24,JP,Osaka,Architect,mid,Japanese,email,acquisition,55190,1384,73,3687.06,88121.21,23.9001,3.0
MC-10432,2024-04-24,GB,Manchester,Writer,budget,English,email,acquisition,4714,183,6,447.22,710.71,1.5892,10.0
MC-11843,2024-04-24,ZA,Port Elizabeth,Researcher,budget,Afrikaans,influencer,awareness,365472,6810,413,7991.0,57692.76,7.2197,7.0
MC-10274,2024-04-24,US,Los Angeles,Researcher,mid,English,email,acquisition,13705,376,17,665.11,15115.11,22.7257,1.0
MC-10080,2024-04-24,IL,Netanya,Designer,mid,Hebrew,search,acquisition,59358,5432,286,961.46,141337.46,147.003,1.0
MC-11385,2024-04-24,MX,Guadalajara,Lawyer,mid,Spanish,email,retention,28640,947,16,1510.51,14704.0,9.7345,2.0
MC-11432,2024-04-24,US,Phoenix,Data Scientist,mid,English,search,awareness,38476,2973,95,1290.21,90215.14,69.9228,1.0
MC-10264,2024-04-24,DE,Berlin,Software Engineer,premium,German,search,retention,13734,1262,45,5280.36,287426.65,54.4332,9.0
MC-10588,2024-04-24,US,Seattle,Writer,mid,English,social_media,retention,21415,363,28,2904.97,17764.62,6.1153,6.0
MC-12972,2024-04-24,BR,Rio de Janeiro,Product Manager,mid,Portuguese,display,acquisition,35550,333,4,5430.8,3474.64,0.6398,
MC-11004,2024-04-24,BR,Rio de Janeiro,Sales Rep,budget,Portuguese,social_media,acquisition,26050,388,28,1076.05,2969.43,2.7596,1.0
MC-10612,2024-04-24,GB,London,Lawyer,mid,English,email,retention,70566,2720,122,2410.77,153129.48,63.5189,8.0
MC-11764,2024-04-24,CA,Vancouver,Architect,mid,English,social_media,awareness,61290,1399,24,3440.56,24885.22,7.2329,9.0
MC-10335,2024-04-24,US,Houston,Accountant,premium,English,influencer,retention,20062,610,21,7150.05,89037.95,12.4528,10.0
MC-10053,2024-04-24,DE,Cologne,Sales Rep,mid,German,influencer,retention,28958,750,17,606.38,8070.85,13.3099,3.0
MC-12928,2024-04-24,GB,Bristol,Designer,budget,English,social_media,acquisition,15135,326,13,4831.77,1355.73,0.2806,2.0
MC-11963,2024-04-24,US,Chicago,Teacher,budget,English,search,awareness,101311,6610,163,5081.39,15183.91,2.9881,5.0
MC-11942,2024-04-24,GB,Glasgow,Accountant,budget,English,influencer,acquisition,38068,757,51,1412.33,8170.85,5.7854,8.0
MC-12442,2024-04-24,US,Phoenix,Consultant,mid,English,search,acquisition,58489,4077,204,1946.47,187118.71,96.1323,7.0
MC-12673,2024-04-24,GB,Leeds,Data Scientist,mid,English,email,acquisition,32969,711,25,2728.85,31840.17,11.668,1.0
MC-10771,2024-04-24,CA,Toronto,Product Manager,premium,English,social_media,acquisition,255010,6620,497,6012.74,2311249.4,384.392,10.0
MC-12016,2024-04-24,IL,Jerusalem,Lawyer,mid,Hebrew,email,awareness,92765,3092,217,9593.2,244305.91,25.4666,1.0
MC-10296,2024-04-24,NL,The Hague,Sales Rep,budget,Dutch,social_media,awareness,135345,3293,262,434.67,24375.66,56.0785,2.0
MC-12450,2024-04-24,SG,Singapore,Physician,budget,English,search,acquisition,120063,7530,531,3770.87,115120.19,30.5288,7.0
MC-12441,2024-04-24,US,Chicago,Product Manager,budget,English,content_marketing,re_engagement,39956,607,41,1903.48,6007.46,3.156,8.0
MC-12078,2024-04-24,IN,Delhi,Designer,mid,Hindi,email,acquisition,44839,1404,77,1618.1,48376.36,29.897,1.0
MC-10383,2024-04-24,US,Phoenix,Physician,mid,English,social_media,re_engagement,18707,288,18,2156.38,21888.8,10.1507,
MC-11765,2024-04-24,DE,Berlin,Accountant,mid,German,content_marketing,acquisition,177674,2833,65,604.77,42897.65,70.9322,7.0
MC-10480,2024-04-24,US,Chicago,Sales Rep,budget,English,search,re_engagement,297560,23083,414,2546.23,43974.36,17.2704,9.0
MC-11436,2024-04-25,SG,Singapore,Product Manager,premium,English,search,re_engagement,36941,3371,186,891.89,756090.5,847.7396,5.0
MC-11430,2024-04-25,GB,London,Consultant,budget,English,email,acquisition,29767,910,29,2684.26,3807.08,1.4183,2.0
MC-11788,2024-04-25,US,New York,Writer,premium,English,search,retention,11886,1093,48,1079.27,116364.08,107.8174,8.0
MC-10486,2024-04-25,FR,Bordeaux,Physician,premium,French,social_media,acquisition,42020,903,67,858.45,401611.11,467.8328,3.0
MC-11624,2024-04-25,ES,Seville,Consultant,budget,Spanish,social_media,acquisition,97325,1519,73,869.08,9557.62,10.9974,10.0
MC-11711,2024-04-25,DE,Frankfurt,Writer,budget,German,social_media,retention,162957,2910,111,421.16,11406.49,27.0835,1.0
MC-11478,2024-04-25,IN,Kolkata,Teacher,budget,Hindi,social_media,retention,7617,176,12,6366.98,1080.23,0.1697,2.0
MC-11087,2024-04-25,IN,Chennai,Accountant,mid,Hindi,search,retention,88547,7778,204,10817.06,157206.39,14.5332,
MC-10223,2024-04-25,IN,Chennai,Consultant,mid,Hindi,display,awareness,21948,239,7,1232.15,6708.3,5.4444,4.0
MC-12452,2024-04-25,DE,Frankfurt,Accountant,mid,German,search,awareness,18958,1280,32,2445.41,23826.05,9.7432,2.0
MC-10875,2024-04-25,IN,Kolkata,Marketing Manager,premium,Hindi,email,retention,48866,1486,85,650.16,325742.15,501.0184,9.0
MC-11972,2024-04-25,IN,Mumbai,Product Manager,mid,Hindi,social_media,acquisition,97005,1428,110,521.55,99944.32,191.6294,3.0
MC-10043,2024-04-25,DE,Frankfurt,HR Manager,budget,German,social_media,retention,500000,8022,323,2240.39,-457.44594550966184,-0.2042,7.0
MC-12182,2024-04-25,DE,Frankfurt,Writer,budget,German,email,retention,65350,2475,116,562.59,9815.66,17.4473,4.0
MC-12004,2024-04-25,GB,London,Sales Rep,mid,English,search,awareness,32802,2791,153,3136.79,77638.07,24.7508,8.0
MC-10902,2024-04-25,MX,Guadalajara,Writer,premium,Spanish,search,acquisition,62613,3311,244,721.62,707479.07,980.4039,4.0
MC-10780,2024-04-25,CA,Montreal,Sales Rep,mid,English,email,retention,33665,1017,55,742.65,35715.2,48.0916,6.0
MC-12648,2024-04-25,US,San Francisco,Product Manager,budget,English,content_marketing,re_engagement,34657,549,31,16606.46,5215.13,0.314,2.0
MC-10213,2024-04-25,DE,Munich,Architect,mid,German,email,acquisition,6309,232,7,4569.84,9357.6,2.0477,2.0
MC-11203,2024-04-25,US,Chicago,Researcher,budget,English,display,acquisition,37509,348,18,2068.38,2400.31,1.1605,6.0
MC-11620,2024-04-25,MX,Guadalajara,Software Engineer,budget,Spanish,social_media,acquisition,169557,3080,153,3796.91,36421.59,9.5924,1.0
MC-11929,2024-04-25,GB,Glasgow,Researcher,premium,English,display,acquisition,31047,426,7,384.71,32957.97,85.6696,2.0
MC-12427,2024-04-25,GB,London,Data Scientist,budget,English,search,acquisition,13987,946,55,1561.52,10065.98,6.4463,7.0
MC-11920,2024-04-25,DE,Frankfurt,HR Manager,mid,German,social_media,acquisition,95890,2325,59,694.14,36630.94,52.7717,8.0
MC-10016,2024-04-25,US,Phoenix,Researcher,budget,English,social_media,retention,28562,441,23,3324.65,3154.05,0.9487,4.0
MC-10799,2024-04-25,US,Seattle,Sales Rep,budget,English,social_media,awareness,103490,2433,81,4916.06,9328.1,1.8975,1.0
MC-12841,2024-04-25,DE,Frankfurt,Sales Rep,mid,German,email,acquisition,236591,6524,439,10344.91,284923.25,27.5424,3.0
MC-12661,2024-04-25,MX,Guadalajara,Accountant,mid,Spanish,influencer,acquisition,30555,911,50,1514.69,36977.04,24.4123,5.0
MC-12145,2024-04-25,CA,Vancouver,Data Scientist,budget,English,social_media,acquisition,18012,295,21,1168.84,4850.82,4.1501,10.0
MC-10823,2024-04-25,US,Seattle,Sales Rep,premium,English,influencer,acquisition,20633,642,30,794.48,82950.12,104.4081,2.0
MC-11660,2024-04-25,US,Phoenix,Architect,mid,English,email,awareness,26409,893,30,1222.95,36202.6,29.6027,10.0
MC-12177,2024-04-25,US,Houston,Sales Rep,premium,English,influencer,acquisition,42168,1301,85,1890.22,285494.22,151.0376,3.0
MC-10708,2024-04-25,US,Phoenix,HR Manager,mid,English,social_media,acquisition,22407,405,29,2848.12,13373.04,4.6954,4.0
MC-11462,2024-04-25,GB,Leeds,Accountant,premium,English,search,retention,14439,1117,45,5007.47,185940.29,37.1326,10.0
MC-10248,2024-04-25,IN,Pune,Sales Rep,budget,Hindi,influencer,acquisition,108986,3430,188,4811.23,17586.47,3.6553,3.0
MC-12173,2024-04-25,MX,Mexico City,Accountant,budget,Spanish,social_media,retention,500000,7327,586,1099.72,98130.36,89.2321,8.0
MC-11907,2024-04-25,FR,Marseille,HR Manager,mid,French,social_media,acquisition,370347,8619,264,1171.06,132574.05,113.2086,5.0
MC-10913,2024-04-25,US,Seattle,Consultant,mid,English,social_media,awareness,500000,7752,529,3755.74,378470.35,100.7712,3.0
MC-12946,2024-04-26,US,Chicago,Teacher,premium,English,social_media,acquisition,354070,5470,119,5807.23,349507.19,60.1848,3.0
MC-11397,2024-04-26,US,Seattle,Product Manager,budget,English,display,acquisition,29244,308,5,1003.47,613.85,0.6117,5.0
MC-10349,2024-04-26,MX,Guadalajara,Teacher,budget,Spanish,social_media,acquisition,54652,1339,36,879.75,3976.13,4.5196,3.0
MC-10975,2024-04-26,US,Chicago,Architect,mid,English,social_media,acquisition,52262,1119,22,1489.05,20829.15,13.9882,2.0
MC-12583,2024-04-26,IN,Delhi,Software Engineer,budget,Hindi,display,retention,203913,2497,80,3268.93,18183.39,5.5625,4.0
MC-12913,2024-04-26,JP,Osaka,Architect,premium,Japanese,email,awareness,29626,921,66,1603.4,322542.44,201.1616,6.0
MC-12548,2024-04-26,NL,Amsterdam,Software Engineer,mid,Dutch,social_media,awareness,53917,1076,83,433.97,87729.02,202.1546,9.0
MC-11706,2024-04-26,US,Seattle,Consultant,mid,English,search,acquisition,203689,16887,742,2656.2,703041.9,264.6796,1.0
MC-11613,2024-04-26,CA,Montreal,Accountant,mid,English,social_media,acquisition,410852,10544,160,357.64,139551.8,390.2019,10.0
MC-12366,2024-04-26,SG,Singapore,HR Manager,budget,English,social_media,retention,189485,4566,163,1402.43,16670.85,11.8871,2.0
MC-10640,2024-04-26,US,Chicago,Accountant,mid,English,email,acquisition,10794,326,17,2408.89,12229.6,5.0769,5.0
MC-10800,2024-04-26,US,Houston,Writer,budget,English,social_media,retention,466807,7738,129,630.19,10978.26,17.4206,2.0
MC-11225,2024-04-26,US,Seattle,Designer,mid,English,display,awareness,57798,871,11,2303.77,5248.49,2.2782,7.0
MC-11580,2024-04-26,US,Phoenix,Product Manager,budget,English,search,acquisition,500000,44786,3099,3068.95,466478.81,151.9995,4.0
MC-12989,2024-04-26,CA,Calgary,Physician,budget,English,social_media,acquisition,500000,11174,378,1805.94,71699.45,39.702,10.0
MC-10376,2024-04-26,US,Phoenix,Writer,budget,English,email,acquisition,20769,589,29,682.49,2806.02,4.1114,6.0
MC-10595,2024-04-26,US,San Francisco,Teacher,mid,English,email,retention,165921,4073,127,1174.75,64691.5,55.0683,7.0
MC-10596,2024-04-26,BR,São Paulo,Accountant,mid,Portuguese,search,awareness,7959,480,27,9082.42,20544.72,2.262,10.0
MC-12739,2024-04-26,NL,Utrecht,Physician,mid,Dutch,email,acquisition,9772,347,9,775.41,10918.25,14.0806,5.0
MC-11932,2024-04-26,GB,London,Lawyer,premium,English,search,acquisition,86393,6722,441,607.71,2292123.26,3771.7386,6.0
MC-10424,2024-04-26,MX,Tijuana,Teacher,mid,Spanish,email,awareness,66767,1693,53,2459.69,31395.97,12.7642,10.0
MC-12750,2024-04-26,IN,Hyderabad,Architect,budget,Hindi,search,acquisition,15143,1000,52,520.86,10484.66,20.1295,9.0
MC-10867,2024-04-26,US,San Francisco,Architect,mid,English,influencer,retention,13348,266,5,675.0,5233.7,7.7536,9.0
MC-10023,2024-04-26,US,New York,Data Scientist,mid,English,social_media,awareness,500000,10312,659,4453.87,645871.23,145.0135,1.0
MC-11568,2024-04-26,ES,Barcelona,Designer,mid,Spanish,social_media,awareness,274290,4319,216,1253.31,122240.99,97.5345,2.0
